rt_ref_link_id,rt_ref_link_id_old,orig_lang_abbrev,lex_ref_link_id,ref_id,ref_rt_index,word_id,ref_wd_index,reflex,category,gloss_orig,gloss_eng,questionable,notes,expanded_notes,original_text,created_by,last_updated_by,last_updated,rt_master_id,derivation,rt_index,orig_lang_abbrev_raw,lang_map_status
125,,,21615,pok,,,2393,and,,und,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,93,ags. engl.,conflict
622,,,32228,pok,,,13002,dung,,Dünger,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,395,ags. engl.,conflict
1397,,,48685,pok,,,29459,hem(m),,"Rand, Saum",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,895,ags. engl. ,conflict
983,,,41134,pok,,,21908,god,,(christlicher) Gott,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,617,ags. engl. afries. asächs.,conflict
440,,,27817,pok,,,8591,brūn ,,scharf,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,300,ags. mhd. ,conflict
2216,,,62278,pok,,,43068,ōst,,"Knoten im Holz, Knorren",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1438,ags. mnd.,conflict
1200,,,45623,pok,,,26397,gor,,"Mist, Dünger",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,754,ags. mnd. ahd. ,conflict
1869,,,56556,pok,,,37346,lūs,,Laus,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1200,ags. mnd. ahd. aisl.,conflict
1919,,,57452,pok,,,38242,mūta,,Maut,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1234,ahd. (bair.) ,conflict
3475,,,86090,pok,,,66875,wirkan,,"arbeiten, tätig sein, wirken",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2178,ahd. (fränk.),conflict
3475,,,86091,pok,,,66876,wirchen,,"arbeiten, tätig sein, wirken",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2178,ahd. (fränk.),conflict
109,,,21348,pok,,,2126,igil,,Igel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,86,ahd. ags.,conflict
189,,,22935,pok,,,3713,wascan,,waschen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,135,ahd. ags.,conflict
296,,,24961,pok,,,5739,bill,,Beil,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,211,ahd. ags.,conflict
1348,,,47653,pok,,,28427,hol,,hohl,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,858,ahd. ags.,conflict
1945,,,58019,pok,,,38809,missan,,"vermissen, entbehren, verfehlen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1254,ahd. ags.,conflict
2256,,,62898,pok,,,43688,fisk,,Fisch,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1462,ahd. ags.,conflict
2289,,,63668,pok,,,44458,fūht,,feucht,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1480,ahd. ags.,conflict
2522,,,67513,pok,,,48303,rūh,,"rauh, behaart; ungebildet",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1622,ahd. ags.,conflict
2659,,,70317,pok,,,51107,sunu,,Sohn,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1702,ahd. ags.,conflict
2785,,,73422,pok,,,54212,slingan,,"schwingen, winden, flechten; sich schlängeln, kriechen (refl.)",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1773,ahd. ags.,conflict
2833,,,74216,pok,,,55006,snīwan,,schneien,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1804,ahd. ags.,conflict
3018,,,78195,pok,,,58985,sūr,,sauer,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1912,ahd. ags.,conflict
3051,,,78685,pok,,,59475,swan,,Schwan,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1933,ahd. ags.,conflict
1932,,,57758,pok,,,38548,min ,,"geringer, weniger",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1244,ahd. ags. ,conflict
2031,,,59630,pok,,,40420,mos ,,"Moos, Sumpf",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1308,ahd. ags. ,conflict
2311,,,64232,pok,,,45022,faran,,fahren,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1485,ahd. ags. ,conflict
847,,,68590,pok,,,49380,nest,,Nest,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1653,ahd. ags. ,conflict
2672,,,70532,pok,,,51322,scīnan ,,"scheinen, leuchten, glänzen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1713,ahd. ags. ,conflict
3018,,,78154,pok,,,58944,sū,,Sau,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1911,ahd. ags. ,conflict
1763,,,54651,pok,,,35441,līm,,"Leim, Kalk (*Erdmasse zum Verkleben)",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1134,ahd. ags. aisl. ,conflict
937,,,39961,pok,,,20735,korn,,Korn,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,577,ahd. ags. anord.,conflict
2710,,,71160,pok,,,51950,skuld,,Schuld,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1722,ahd. aisl. ,conflict
1458,,,49910,pok,,,30684,horn,,"Horn, Trinkhorn, Trompete",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,925,ahd. anord. ,conflict
76,,,20933,pok,,,1711,umbi,,um,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,68,ahd. as.,conflict
131,,,21761,pok,,,2539,aftar,,"hinten, nach (Adv.); nach, hinter-her, gemäß (Präp. m. Dat.)",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,101,ahd. as.,conflict
189,,,22934,pok,,,3712,wintar,,Winter,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,135,ahd. as.,conflict
321,,,25485,pok,,,6263,bano,,"Totschläger, Mörder",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,224,ahd. as.,conflict
337,,,25756,pok,,,6534,bāra,,Bahre,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,228,ahd. as.,conflict
346,,,25998,pok,,,6776,borōn,,bohren,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,230,ahd. as.,conflict
704,,,33949,pok,,,14723,im,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,438,ahd. as.,conflict
707,,,33962,pok,,,14736,es(is),,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,438,ahd. as.,conflict
707,,,33971,pok,,,14745,imu,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,438,ahd. as.,conflict
712,,,34321,pok,,,15095,ās,,"Fleisch eines toten Körpers, Köder, Aas",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,440,ahd. as.,conflict
796,,,36477,pok,,,17251,rinnan,,"fließen, schwimmen, laufen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,497,ahd. as.,conflict
947,,,40424,pok,,,21198,kiosan,,"schmecken, prüfen, wählen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,583,ahd. as.,conflict
947,,,40440,pok,,,21214,kust,,"Prüfung, Schätzung, Wahl, Vortrefflichkeit",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,583,ahd. as.,conflict
947,,,40443,pok,,,21217,kostōn,,"kosten, versuchen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,583,ahd. as.,conflict
976,,,40983,pok,,,21757,gēr,,Wurfspeer,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,609,ahd. as.,conflict
1017,,,41910,pok,,,22684,galm,,"Schall, Lärm",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,635,ahd. as.,conflict
1049,,,42722,pok,,,23496,gern,,"begierig, eifrig nach etwas",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,654,ahd. as.,conflict
1082,,,43359,pok,,,24133,gast,,"Fremdling, Gast",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,683,ahd. as.,conflict
1138,,,44383,pok,,,25157,quelan,,Pein leiden,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,711,ahd. as.,conflict
1138,,,44384,pok,,,25158,qual,,Pein leiden,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,711,ahd. as.,conflict
1138,,,44395,pok,,,25169,qualm,,"Tod, Verheerung",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,711,ahd. as.,conflict
1397,,,48618,pok,,,29392,halla,,Наllе,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,889,ahd. as.,conflict
1569,,,52024,pok,,,32814,heri,,"Heer, Menge",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1008,ahd. as.,conflict
1807,,,55392,pok,,,36182,lam,,"lahm, verkrüppelt",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1159,ahd. as.,conflict
1790,,,56197,pok,,,36987,lugina,,Lüge,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1191,ahd. as.,conflict
1866,,,56468,pok,,,37258,luft,,"Luft, Himmel",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1194,ahd. as.,conflict
1875,,,56754,pok,,,37544,magan,,"Macht, Hauptsache",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1205,ahd. as.,conflict
1875,,,56755,pok,,,37545,megin ,,"Macht, Hauptsache",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1205,ahd. as.,conflict
1875,,,56757,pok,,,37547,maht,,"Macht, Kraft",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1205,ahd. as.,conflict
2049,,,59844,pok,,,40634,mā̆sca,,Masche,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1316,ahd. as.,conflict
2110,,,60891,pok,,,41681,naht,,Nacht,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1369,ahd. as.,conflict
2144,,,61314,pok,,,42104,niuwi,,neu,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1385,ahd. as.,conflict
2165,,,61616,pok,,,42406,ahto,,acht,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1409,ahd. as.,conflict
2198,,,62042,pok,,,42832,ar(a)m,,"arm, dürftig",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1426,ahd. as.,conflict
176,,,62368,pok,,,43158,fāhan,,fangen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1441,ahd. as.,conflict
2253,,,62777,pok,,,43567,fēh,,bunt,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1457,ahd. as.,conflict
2259,,,62969,pok,,,43759,fehtan,,fechten,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1464,ahd. as.,conflict
2259,,,62971,pok,,,43761,fahs,,(Haupt)-haar,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1464,ahd. as.,conflict
2287,,,63575,pok,,,44365,feld,,"Feld, Boden, Ebene",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1475,ahd. as.,conflict
2288,,,63598,pok,,,44388,felga,,Radfelge,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1477,ahd. as.,conflict
2293,,,63749,pok,,,44539,fingar,,Finger,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1481,ahd. as.,conflict
2311,,,64454,pok,,,45244,for(a)ht,,furchtsam,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1492,ahd. as.,conflict
2311,,,64456,pok,,,45246,forhta,,Furcht,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1492,ahd. as.,conflict
2426,,,66346,pok,,,47136,fallan,,fallen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1570,ahd. as.,conflict
2529,,,67740,pok,,,48530,rost,,Rost,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1626,ahd. as.,conflict
2610,,,69448,pok,,,50238,sālig,,"glücklich, selig, gesegnet",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1675,ahd. as.,conflict
2639,,,69857,pok,,,50647,Sang,,"Gesang, Lied",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1687,ahd. as.,conflict
2998,,,77526,pok,,,58316,sterro,,Stern,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1890,ahd. as.,conflict
3057,,,78720,pok,,,59510,swingan,,"(sich) schwingen, fliegen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1935,ahd. as.,conflict
3296,,,82470,pok,,,63255,wē,,wehe!,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2078,ahd. as.,conflict
3328,,,82938,pok,,,63723,ohso,,Ochs,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2102,ahd. as.,conflict
3510,,,86723,pok,,,67508,wahs,,Wachs,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2211,ahd. as.,conflict
335,,,25740,pok,,,6518,barm,,Schoß,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,228,ahd. as. ,conflict
351,,,26305,pok,,,7083,berg,,Berg,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,238,ahd. as. ,conflict
355,,,26411,pok,,,7189,bremo,,Bremse,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,241,ahd. as. ,conflict
1361,,,47860,pok,,,28634,unhiuri,,"unheimlich, grauenhaft",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,864,ahd. as. ,conflict
1397,,,48609,pok,,,29383,helm,,Helm,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,889,ahd. as. ,conflict
1444,,,49516,pok,,,30290,scrīan,,schreien,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,918,ahd. as. ,conflict
1504,,,50961,pok,,,31751,hosc,,"Schmähung, Spott, Hohn",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,955,ahd. as. ,conflict
1521,,,51268,pok,,,32058,hlēo,,"Grabhügel, Grab",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,971,ahd. as. ,conflict
1718,,,53650,pok,,,34440,hwār,,wo,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1098,ahd. as. ,conflict
1752,,,54430,pok,,,35220,legar,,Lager,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1128,ahd. as. ,conflict
1802,,,55308,pok,,,36098,lahan,,tadeln,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1155,ahd. as. ,conflict
1802,,,55314,pok,,,36104,lastar,,"Tadel, Schimpf, Fehler",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1155,ahd. as. ,conflict
1860,,,56327,pok,,,37117,lioht,,hell; Licht (n.),,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1193,ahd. as. ,conflict
1887,,,56936,pok,,,37726,māho,,Mohn,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1214,ahd. as. ,conflict
1914,,,57315,pok,,,38105,māri ,,"berühmt, glänzend",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1232,ahd. as. ,conflict
1950,,,58125,pok,,,38915,mëlo,,Mehl,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1256,ahd. as. ,conflict
1977,,,58591,pok,,,39381,smal,,"klein, gering, schmal",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1271,ahd. as. ,conflict
1988,,,58781,pok,,,39571,manōn,,mahnen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1278,ahd. as. ,conflict
1988,,,58790,pok,,,39580,minn(e)a,,"Liebe, Minne",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1278,ahd. as. ,conflict
2001,,,58932,pok,,,39722,manag,,"viel, manch",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1284,ahd. as. ,conflict
2135,,,61141,pok,,,41931,gi-nesan,,"gerettet werden, genesen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1376,ahd. as. ,conflict
2135,,,61144,pok,,,41934,gi-nist,,"Genesung, Heil",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1376,ahd. as. ,conflict
2274,,,63184,pok,,,43974,filu,,"viel, sehr",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1466,ahd. as. ,conflict
2274,,,63185,pok,,,43975,filo,,"viel, sehr",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1466,ahd. as. ,conflict
2298,,,63859,pok,,,44649,firi-,,ver-,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1484,ahd. as. ,conflict
2303,,,63941,pok,,,44731,furi,,"vor, für, vorbei",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1484,ahd. as. ,conflict
2305,,,64037,pok,,,44827,fora,,"vorn, vorher (Adv.); vorher, voraus, vor (Verbalpräf.); vor (Präp.)",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1484,ahd. as. ,conflict
2311,,,64114,pok,,,44904,fruma,,Nutzen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1484,ahd. as. ,conflict
2237,,,65931,pok,,,46721,frī,,"frei, los, frei von",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1549,ahd. as. ,conflict
2410,,,66071,pok,,,46861,frost,,Frost,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1554,ahd. as. ,conflict
2564,,,68311,pok,,,49101,swās,,"lieb, traut",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1652,ahd. as. ,conflict
2580,,,68780,pok,,,49570,sāmo,,Same,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1659,ahd. as. ,conflict
2650,,,70145,pok,,,50935,saro,,"Rüstung; Kunstfertigkeit, List",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1697,ahd. as. ,conflict
2672,,,70545,pok,,,51335,scīmo,,"Licht, Glanz",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1713,ahd. as. ,conflict
2705,,,71007,pok,,,51797,scāla,,Schale,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1721,ahd. as. ,conflict
2727,,,71757,pok,,,52547,hringon,,"ringeln, einen Kreis bilden",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1736,ahd. as. ,conflict
3334,,,83037,pok,,,63822,waga,,Wiege,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2103,ahd. as. ,conflict
3382,,,84341,pok,,,65126,wald,,Wald,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2129,ahd. as. ,conflict
2539,,,67961,pok,,,48751,sēr ,,Schmerz,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1640,ahd. as. afries.,conflict
2346,,,64966,pok,,,45756,fiur,,Feuer,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1514,ahd. as. afries. ,conflict
2539,,,67956,pok,,,48746,sēr,,schmerzerregend,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1640,ahd. as. afries. ,conflict
1397,,,48590,pok,,,29364,helan,,verbergen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,889,ahd. as. ags.,conflict
1722,,,54091,pok,,,34881,lust,,Lust,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1119,ahd. as. ags.,conflict
2089,,,60519,pok,,,41309,ne,,nicht,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1351,ahd. as. ags.,conflict
3051,,,78659,pok,,,59449,swimman,,schwimmen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1932,ahd. as. ags.,conflict
3503,,,86618,pok,,,67403,wer,,Mann,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2204,ahd. as. ags.,conflict
757,,,35575,pok,,,16349,in,,in,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,476,ahd. as. ags. ,conflict
1796,,,55226,pok,,,36016,list,,"Kunstfertigkeit, Klugheit, List",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1151,ahd. as. ags. ,conflict
2590,,,69014,pok,,,49804,sīgan,,"tröpfelnd fallen, sinken, fließen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1663,ahd. as. ags. ,conflict
3334,,,83025,pok,,,63810,weg,,Weg,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2103,ahd. as. ags. ,conflict
3349,,,83500,pok,,,64285,wīs,,weise,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2110,ahd. as. ags. ,conflict
3339,,,83147,pok,,,63932,vīn,,Wein,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2105,ahd. as. ags. aksl. ,conflict
1470,,,50267,pok,,,31057,hār,,Haar,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,942,ahd. as. aisl. ,conflict
729,,,34945,pok,,,15719,īsarn,,Eisen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,458,ahd. as. anord. ,conflict
750,,,35381,pok,,,16155,lun,,"Achsennagel, Lünse",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,468,ahd. as. mhd.,conflict
1214,,,45870,pok,,,26644,gehan,,"sagen, sprechen, bekennen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,774,ahd. asächs.,conflict
1219,,,45959,pok,,,26733,jāmar,,traurig,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,778,ahd. asächs. ,conflict
2276,,,63239,pok,,,44029,felm,,Schrecken,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1466,ahd. bair. ,conflict
12,,,19784,pok,,,562,eit,,"Glut, Scheiterhaufen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,29,ahd. mhd.,conflict
321,,,25451,pok,,,6229,balg,,"Balg, Schlauch, Blasebalg, Schwertscheide",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,223,ahd. mhd.,conflict
346,,,26066,pok,,,6844,brūn,,"glänzend, braun",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,232,ahd. mhd.,conflict
440,,,27789,pok,,,8563,broz,,"Knospe, Sprosse",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,298,ahd. mhd.,conflict
580,,,31144,pok,,,11918,zwī,,zwei,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,368,ahd. mhd.,conflict
580,,,31145,pok,,,11919,zwīes ,,Zwieg,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,368,ahd. mhd.,conflict
614,,,32112,pok,,,12886,dempfen,,"durch Dampf ersticken, dämpfen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,390,ahd. mhd.,conflict
796,,,36483,pok,,,17257,rennen,,rennen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,497,ahd. mhd.,conflict
937,,,39862,pok,,,20636,krol,,kraus,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,575,ahd. mhd.,conflict
953,,,40699,pok,,,21473,kreiz,,Kreis,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,596,ahd. mhd.,conflict
1014,,,41839,pok,,,22613,gīt ,,"Gierigkeit, Habgier, Geiz",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,632,ahd. mhd.,conflict
1035,,,42324,pok,,,23098,galt,,"keine Milch gebend, unfruchtbar",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,637,ahd. mhd.,conflict
1045,,,42663,pok,,,23437,graz,,"Schößling, Zweig von Nadelhölzern",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,653,ahd. mhd.,conflict
1107,,,43734,pok,,,24508,grint,,"Grind, Schorf",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,695,ahd. mhd.,conflict
1432,,,49283,pok,,,30057,henken,,aufhängen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,914,ahd. mhd.,conflict
1796,,,55219,pok,,,36009,leist,,"Spur, Leisten",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1151,ahd. mhd.,conflict
1842,,,55980,pok,,,36770,liuben,,"lieb sein, gefallen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1184,ahd. mhd.,conflict
1914,,,57368,pok,,,38158,muot,,"Kraft des Empfindens; Geist, Mut, Zorn, Begehren, Entschluß",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1233,ahd. mhd.,conflict
2529,,,67819,pok,,,48609,rûm,,"Raum, Öffnung, freie Räumlichkeit",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1631,ahd. mhd.,conflict
2591,,,69033,pok,,,49823,seich,,Harn,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1663,ahd. mhd.,conflict
2798,,,73573,pok,,,54363,slouf,,"das Schlüpfen, Röhre",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1776,ahd. mhd.,conflict
2860,,,74607,pok,,,55397,spiz,,Bratspieß,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1823,ahd. mhd.,conflict
1204,,,75192,pok,,,55982,sperren,,"durch einen Sperrbalken verschließen, sperren; ausspreizen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1838,ahd. mhd.,conflict
2964,,,76726,pok,,,57516,stiften,,"feststellen, gründen, bauen, anstiften",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1878,ahd. mhd.,conflict
3006,,,77842,pok,,,58632,stoc,,"Stock, Stab, Baumstamm",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1898,ahd. mhd.,conflict
3057,,,78716,pok,,,59506,swenken,,"schwingen lassen, schleudern",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1935,ahd. mhd.,conflict
287,,,24860,pok,,,5638,beizen,,"zügeln, jagen, beizen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,208,ahd. mhd. ,conflict
349,,,26156,pok,,,6934,bort,,"Brett, Tisch",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,235,ahd. mhd. ,conflict
461,,,28067,pok,,,8841,boc,,Bock,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,311,ahd. mhd. ,conflict
511,,,29322,pok,,,10096,zumft,,"Schicklichkeit, Regel, Verein, Zunft",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,333,ahd. mhd. ,conflict
554,,,30550,pok,,,11324,zugil,,Zügel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,354,ahd. mhd. ,conflict
554,,,30567,pok,,,11341,zoum,,"Seil, Riemen, Zügel",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,354,ahd. mhd. ,conflict
554,,,30581,pok,,,11355,zuht,,"Ziehen, Zug, Erziehung, Zucht, Nachkommenschaft",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,354,ahd. mhd. ,conflict
614,,,32107,pok,,,12881,dampf,,"Dampf, Rauch",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,390,ahd. mhd. ,conflict
629,,,32387,pok,,,13161,tarnen,,"zudecken, verbergen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,398,ahd. mhd. ,conflict
1003,,,41494,pok,,,22268,gil ,,"Bruch, hernia",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,624,ahd. mhd. ,conflict
1029,,,42122,pok,,,22896,glanz,,glänzend,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,636,ahd. mhd. ,conflict
1029,,,42125,pok,,,22899,glenzen,,glänzen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,636,ahd. mhd. ,conflict
1160,,,44846,pok,,,25620,krūt,,Kraut,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,722,ahd. mhd. ,conflict
1168,,,45127,pok,,,25901,quāt,,Kot,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,734,ahd. mhd. ,conflict
